ITNBR,ITDSC,ITCLS,HOUSE,ONHAND,UnitPrice($USD),AMT($USD),PRODUCT_CATEGORY,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SCOOPWIDTH,SKIDSIZE,ITMCQTY,PALLET_QTY
6540725UN,ROCKER RECLINER/COVER/WALNUT,ZAMK,,,29.46,,UnKits,PURPO,,0,0,0,0,0,0,4,
655X414UN,OTTOMAN/COVER/LINEN,ZACK,,,18.6,,UnKits,PURPO,,0,0,0,0,0,0,8,
655X423UN,CHAIR AND A HALF/COVER/LINEN,ZACK,,,49.62,,UnKits,PURPO,,0,0,0,0,0,0,4,
655X435UN,LOVESEAT/COVER/LINEN,ZACK,,,71.49,,UnKits,PURPO,,0,0,0,0,0,0,3,
655X438UN,SOFA/COVER/LINEN,ZACK,,,104.6,,UnKits,PURPO,,0,0,0,0,0,0,2,
6550414UN,OTTOMAN/COVER/LINEN,ZACK,,,18.84,,UnKits,PURPO,,0,0,0,0,0,0,8,
6550423UN,CHAIR AND A HALF/COVER/LINEN,ZACK,,,51.0,,UnKits,PURPO,,0,0,0,0,0,0,4,
6550435UN,LOVESEAT/COVER/LINEN,ZACK,,,73.31,,UnKits,PURPO,,0,0,0,0,0,0,3,
6550438UN,SOFA/COVER/LINEN,ZACK,,,108.02,,UnKits,PURPO,,0,0,0,0,0,0,2,
656X425UN,ROCKER RECLINER/COVER/EARTH,ZAMK,51.0,1.0,27.188344568947326,27.188344568947326,UnKits,PURPO,,0,0,0,0,0,0,4,
656X525UN,ROCKER RECLINER/COVER/GRANITE,ZAMK,,,27.188344568947326,,UnKits,PURPO,,0,0,0,0,0,0,4,
6560425UN,ROCKER RECLINER/COVER/EARTH,ZAMK,51.0,4.0,25.71,102.84,UnKits,PURPO,,0,0,0,0,0,0,4,
6560525UN,ROCKER RECLINER/COVER/GRANITE,ZAMK,,,25.71,,UnKits,PURPO,,0,0,0,0,0,0,4,
657X729UN,ZEROWALL RECLINER/COVER/GUNMET,ZAMK,51.0,20.0,28.69,573.8,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,1.0
6570729UN,ZEROWALL RECLINER/COVER/GUNMET,ZAMK,,,22.08,,UnKits,PURPO,,0,0,0,0,0,0,4,
6590631MRUN,AL REC W/ADJ HR/CV/SALT&PEPPER,ZACK,,,21.590057210495168,,UnKits,,,0,0,0,0,0,0,12,
6590631UN,PWR ARMLESS REC/COVER/SALTPEPP,ZACK,51.0,16.0,24.09,385.44,UnKits,PURPO,,0,0,0,0,0,0,4,
6590646MRUN,ARML CHAIR/COVER/SALT & PEPPER,ZACK,,,21.451962911816928,,UnKits,,,0,0,0,0,0,0,6,
6590646UN,ARMLESS CHAIR/COVER/SALTPEPPER,ZACK,51.0,20.0,23.57,471.4,UnKits,PURPO,,0,0,0,0,0,0,4,
6590657MRUN,CON W STORAGE/CV/SALT & PEPPER,ZACK,,,11.70645097652397,,UnKits,,,0,0,0,0,0,0,12,
6590657UN,CONSOLE/COVER/SALTPEPPER,ZACK,,,10.53,,UnKits,PURPO,,0,0,0,0,0,0,12,
6590658MRUN,LZE PWR RE A HR/CV/SALT&PEPPER,ZACK,,,31.197474847109884,,UnKits,,,0,0,0,0,0,0,6,
6590658UN,LAF ZWALL PWR REC/COVER/SALT,ZACK,51.0,12.0,33.52,402.24,UnKits,PURPO,,0,0,0,0,0,0,4,
6590660MRUN,CON W AUDIO ST/CV/SALT&PEPPER,ZACK,,,11.698559873742356,,UnKits,,,0,0,0,0,0,0,12,
6590660UN,CONSOLE/AUDIO SYSTM/COVER/SALT,ZACK,,,10.52,,UnKits,PURPO,,0,0,0,0,0,0,12,
6590662MRUN,RZE PWR RE A HR/CV/SALT&PEPPER,ZACK,,,31.232984809627144,,UnKits,,,0,0,0,0,0,0,6,
6590662UN,RAF ZWALL PWR REC/COVER/SALT,ZACK,51.0,12.0,33.56,402.72,UnKits,PURPO,,0,0,0,0,0,0,4,
6590677MRUN,WEDGE/COVER/SALT & PEPPER,ZACK,,,32.71256658117972,,UnKits,,,0,0,0,0,0,0,6,
6590677UN,WEDGE/COVER/SALT/PEPPER,ZACK,51.0,32.0,34.79,1113.28,UnKits,PURPO,,0,0,0,0,0,0,4,
6590679MRUN,LPWR RC BC A HR/CV/SALT&PEPPER,ZACK,,,36.531860327480764,,UnKits,,,0,0,0,0,0,0,6,
6590679UN,LAF PB PWR CHAISE/COVER/SALT,ZACK,,,39.22,,UnKits,PURPO,,0,0,0,0,0,0,4,
6590697MRUN,RPWR RC BC A HR/CV/SALT&PEPPER,ZACK,,,36.496350364963504,,UnKits,,,0,0,0,0,0,0,6,
6590697UN,RAF PB PWR CHAISE/COVER/SALT,ZACK,51.0,4.0,39.19,156.76,UnKits,PURPO,,0,0,0,0,0,0,4,
6590731UN,PWR ARMLS REC ADJHD/COVER/STON,ZAMK,51.0,4.0,21.56,86.24,UnKits,PURPO,,0,0,0,0,0,0,4,
6590746UN,ARMLESS CHAIR/COVER/STONE,ZAMK,,,21.05,,UnKits,PURPO,,0,0,0,0,0,0,4,
6590757UN,CONSOLE/COVER/STONE,ZAMK,,,8.93,,UnKits,PURPO,,0,0,0,0,0,0,12,
6590758UN,LAF ZEROWAL PWR REC/COVER/STON,ZAMK,,,29.78,,UnKits,PURPO,,0,0,0,0,0,0,4,
6590760UN,CONSOLE W/AUDIO SYS/COVER/STON,ZAMK,,,8.92,,UnKits,PURPO,,0,0,0,0,0,0,12,
6590762UN,RAF ZEROWAL PWR REC/COVER/STON,ZAMK,,,29.81,,UnKits,PURPO,,0,0,0,0,0,0,4,
6590777UN,WEDGE/COVER/STONE,ZAMK,,,30.36,,UnKits,PURPO,,0,0,0,0,0,0,4,
6590779UN,LAF PRSBK PWR CHAIS/COVER/STON,ZAMK,51.0,8.0,34.06,272.48,UnKits,PURPO,,0,0,0,0,0,0,4,
6590797UN,RAF PRSBK PWR CHAIS/COVER/STON,ZAMK,51.0,20.0,34.03,680.6,UnKits,PURPO,,0,0,0,0,0,0,4,
6630508UN,OVERSIZED ACC OTT/CV/GREYSTONE,ZACK,,,9.957616456002368,,UnKits,PURPO,,0,0,0,0,0,0,1,
6630516UN,LAF CRNR CHAISE/COVER/GREYSTON,ZACK,,,24.18360518162004,,UnKits,PURPO,,0,0,0,0,0,0,1,
6630517UN,RAF CRNR CHAISE/COVER/GREYSTON,ZACK,,,24.163037312691262,,UnKits,PURPO,,0,0,0,0,0,0,1,
6630534UN,ARMLESS LOVESEAT/CV/GREYSTONE,ZACK,,,20.637031376702307,,UnKits,PURPO,,0,0,0,0,0,0,1,
6630548UN,LAF SOFA/CRNR WDG/COVER/GREYST,ZACK,,,39.30111013052594,,UnKits,PURPO,,0,0,0,0,0,0,1,
6630549UN,RAF SOFA/CRNR WDG/COVER/GREYST,ZACK,,,39.33193598685579,,UnKits,PURPO,,0,0,0,0,0,0,1,
665S225UN,ROCKER RECLINER/COVER/BRINDLE,ZAMK,,,20.33,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
665S286UN,RECLINING LOVESEAT/COVER/BRIND,ZAMK,,,31.46,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
665S288UN,RECLINING SOFA/COVER/BRINDLE,ZAMK,,,44.24,,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,
665S425UN,ROCKER RECLINER/COVER/OAK,ZAMK,,,20.210447277709214,,UnKits,PURPO,,0,0,0,0,0,0,4,
665S486UN,RECLINING LOVESEAT/COVER/OAK,ZAMK,,,31.3723999068262,,UnKits,PURPO,,0,0,0,0,0,0,4,
665S488UN,RECLINING SOFA/COVER/OAK,ZAMK,51.0,3.0,43.99102399877491,131.9730719963247,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,1.0
665X225UN,ROCKER RECLINER/COVER/BRINDLE,ZAMK,,,18.28,,UnKits,PURPO,,0,0,0,0,0,0,4,
665X286UN,RECLINING LOVESEAT/COVER/BRIND,ZAMK,,,27.14,,UnKits,PURPO,,0,0,0,0,0,0,4,
665X288UN,RECLINING SOFA/COVER/BRINDLE,ZAMK,,,37.84,,UnKits,PURPO,,0,0,0,0,0,0,3,
665X425UN,ROCKER RECLINER/COVER/OAK,ZAMK,,,18.86,,UnKits,PURPO,,0,0,0,0,0,0,4,
665X486UN,RECLINING LOVESEAT/COVER/OAK,ZAMK,,,27.99,,UnKits,PURPO,,0,0,0,0,0,0,4,
665X488UN,RECLINING SOFA/COVER/OAK,ZAMK,,,39.03,,UnKits,PURPO,,0,0,0,0,0,0,3,
6650225UN,ROCKER RECLINER/COVER/BRINDLE,ZAMK,,,17.74,,UnKits,PURPO,,0,0,0,0,0,0,4,
6650286UN,RECLINING LOVESEAT/COVER/BRIND,ZAMK,,,26.92,,UnKits,PURPO,,0,0,0,0,0,0,4,
6650288UN,RECLINING SOFA/COVER/BRINDLE,ZAMK,,,36.21,,UnKits,PURPO,,0,0,0,0,0,0,3,
6650425UN,ROCKER RECLINER/COVER/OAK,ZAMK,,,17.74,,UnKits,PURPO,,0,0,0,0,0,0,4,
6650486UN,RECLINING LOVESEAT/COVER/OAK,ZAMK,,,26.92,,UnKits,PURPO,,0,0,0,0,0,0,4,
6650488UN,RECLINING SOFA/COVER/OAK,ZAMK,,,36.21,,UnKits,PURPO,,0,0,0,0,0,0,3,
6720414UN,OTTOMAN/COVER/CLAY,ZACK,,,10.44,,UnKits,UPH,UPHCH,1,2,4,8,1,16,12,
6720418UN,SOFA CHAISE/COVER/CLAY,ZACK,,,76.98,,UnKits,PURPO,,0,0,0,0,0,0,3,
6720420UN,CHAIR/COVER/CLAY,ZACK,,,28.84,,UnKits,PURPO,,0,0,0,0,0,0,6,
6720468UN,SOFA CHAISE QN SLPR/COVER/CLAY,ZACK,,,72.13,,UnKits,PURPO,,0,0,0,0,0,0,3,
6720614UN,OTTOMAN/COVER/INK,ZACK,,,10.44,,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,
6720618UN,SOFA CHAISE/COVER/INK,ZACK,,,76.98,,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,
6720620UN,CHAIR/COVER/INK,ZACK,,,28.84,,UnKits,PURPO,,0,0,0,0,0,0,6,
6720668UN,SOFA CHAISE QN SLPR/COVER/INK,ZACK,,,72.13,,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,
6750614UN,OTTOMAN/COVER/SUNFLOWER,ZACK,,,7.574921631745512,,UnKits,PURPO,,0,0,0,0,0,0,4,
6750623UN,CHR AND A HALF/COVER/SUNFLOWER,ZACK,,,27.61,,UnKits,PURPO,,0,0,0,0,0,0,4,
6750635UN,LOVESEAT/COVER/SUNFLOWER,ZACK,,,43.24,,UnKits,PURPO,,0,0,0,0,0,0,4,
6750638UN,SOFA/COVER/SUNFLOWER,ZACK,,,53.54,,UnKits,PURPO,,0,0,0,0,0,0,3,
6750639UN,QN SOFA SLPR/COVER/SUNFLOWER,ZACK,,,48.69,,UnKits,PURPO,,0,0,0,0,0,0,3,
6750714UN,OTTOMAN/COVER/TEAL,ZACK,,,7.561782116688499,,UnKits,PURPO,,0,0,0,0,0,0,4,
6750723UN,CHAIR AND A HALF/COVER/TEAL,ZACK,,,27.59,,UnKits,PURPO,,0,0,0,0,0,0,4,
6750735UN,LOVESEAT/COVER/TEAL,ZACK,,,43.21,,UnKits,PURPO,,0,0,0,0,0,0,4,
6750738UN,SOFA/COVER/TEAL,ZACK,,,53.51,,UnKits,PURPO,,0,0,0,0,0,0,3,
6750739UN,QUEEN SOFA SLEEPER/COVER/TEAL,ZACK,,,48.66,,UnKits,PURPO,,0,0,0,0,0,0,3,
676X266UN,LAF SOFA/COVER/STEEL,ZACK,,,52.253984612286445,,UnKits,PURPO,,0,0,0,0,0,0,4,
676X267UN,RAF SOFA/COVER/STEEL,ZACK,,,52.256487903665416,,UnKits,PURPO,,0,0,0,0,0,0,4,
6760208MRUN,OVER AC OTTOMAN/COVER/STEEL,ZACK,,,10.944959558098244,,UnKits,PURPO,,0,0,0,0,0,0,18,
6760208UN,OVRSZ ACCT OTTOMAN/COVER/STEEL,ZACK,,,11.51,,UnKits,PURPO,,0,0,0,0,0,0,12,
6760216MRUN,LAF CORNER CHAISE/COVER/STEEL,ZACK,,,34.18820280134149,,UnKits,PURPO,,0,0,0,0,0,0,10,
