ITNBR,ITDSC,ITCLS,HOUSE,ONHAND,UnitPrice($USD),AMT($USD),PRODUCT_CATEGORY,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SCOOPWIDTH,SKIDSIZE,ITMCQTY,PALLET_QTY
274X323UN,CHAIR AND A HALF/COVER/LINEN,ZACK,,,26.09,,UnKits,UPH,UPHCH,2,7,2,28,1,3,4,
274X335UN,LOVESEAT/COVER/LINEN,ZACK,,,43.77,,UnKits,PURPO,,0,0,0,0,0,0,4,
274X338UN,SOFA/COVER/LINEN,ZACK,,,56.51,,UnKits,UPH,UPHCH,2,4,2,16,1,3,3,
2740314MRUN,OTTOMAN/COVER/LINEN,ZACK,,,8.601302031958966,,UnKits,PURPO,,0,0,0,0,0,0,6,
2740314UN,OTTOMAN/COVER/LINEN,ZACK,,,8.77,,UnKits,PURPO,,0,0,0,0,0,0,6,
2740321MRUN,ACCENT CHAIR/COVER/RIVER,ZACK,,,51.836654172420594,,UnKits,PURPO,,0,0,0,0,0,0,6,
2740321UN,ACCENT CHAIR/COVER/LINEN,ZACK,,,42.16,,UnKits,PURPO,,0,0,0,0,0,0,4,
2740323MRUN,CHAIR AND A HALF/COVER/LINEN,ZACK,,,29.496942197672126,,UnKits,PURPO,,0,0,0,0,0,0,6,
2740323UN,CHAIR AND A HALF/COVER/LINEN,ZACK,,,30.71,,UnKits,PURPO,,0,0,0,0,0,0,4,
2740335MRUN,LOVESEAT/COVER/LINEN,ZACK,,,49.67449201025843,,UnKits,PURPO,,0,0,0,0,0,0,4,
2740335UN,LOVESEAT/COVER/LINEN,ZACK,,,51.81,,UnKits,PURPO,,0,0,0,0,0,0,4,
2740338MRUN,SOFA/COVER/LINEN,ZACK,,,64.17833892286447,,UnKits,PURPO,,0,0,0,0,0,0,5,
2740338UN,SOFA/COVER/LINEN,ZACK,,,69.96305056881712,,UnKits,PURPO,,0,0,0,0,0,0,3,
2740339MRUN,QUEEN SOFA SLEEPER/COVER/LINEN,ZACK,,,60.44190175577037,,UnKits,PURPO,,0,0,0,0,0,0,5,
2740339UN,QUEEN SOFA SLEEPER/COVER/LINEN,ZACK,,,57.18,,UnKits,PURPO,,0,0,0,0,0,0,3,
2742323UN,CHAIR AND A HALF/COVER/LINEN,ZACK,,,27.54,,UnKits,PURPO,,0,0,0,0,0,0,4,
2742335UN,LOVESEAT/COVER/LINEN,ZACK,,,46.24,,UnKits,PURPO,,0,0,0,0,0,0,4,
2742338UN,SOFA/COVER/LINEN,ZACK,,,59.29,,UnKits,PURPO,,0,0,0,0,0,0,3,
2770408UN,OVERSZ ACCT OTTO/COVER/HAVANA,ZACK,51.0,24.0,10.04,240.96,UnKits,PURPO,,0,0,0,0,0,0,12,
2770425UN,ROCKER RECLINER/COVER/HAVANA,ZAMK,51.0,96.0,23.54,2259.84,UnKits,PURPO,,0,0,0,0,0,0,6,
2770435UN,LOVESEAT/COVER/HAVANA,ZACK,51.0,4.0,30.25,121.0,UnKits,PURPO,,0,0,0,0,0,0,4,
2770438UN,SOFA/COVER/HAVANA,ZACK,51.0,6.0,38.64,231.84,UnKits,PURPO,,0,0,0,0,0,0,3,
2770446UN,ARMLESS CHAIR/COVER/HAVANA,ZACK,51.0,12.0,11.16,133.92,UnKits,PURPO,,0,0,0,0,0,0,12,
2770455UN,LAF LOVESEAT/COVER/HAVANA,ZACK,51.0,40.0,25.98,1039.2,UnKits,PURPO,,0,0,0,0,0,0,4,
2770456UN,RAF LOVESEAT/COVER/HAVANA,ZACK,51.0,20.0,25.93,518.6,UnKits,PURPO,,0,0,0,0,0,0,4,
2770466UN,LAF SOFA/CRNR WDG/COVER/HAVANA,ZACK,51.0,4.0,41.29,165.16,UnKits,PURPO,,0,0,0,0,0,0,4,
2770467UN,RAF SOFA/CRNR WDG/COVER/HAVANA,ZACK,,,41.27,,UnKits,PURPO,,0,0,0,0,0,0,4,
2770508UN,OTTOMAN/COVER/UMBER,ZACK,,,10.04,,UnKits,PURPO,,0,0,0,0,0,0,12,
2770525UN,ROCKER RECLINER/COVER/UMBER,ZAMK,,,23.54,,UnKits,PURPO,,0,0,0,0,0,0,6,
2770535UN,LOVESEAT/COVER/UMBER,ZACK,51.0,24.0,30.24,725.76,UnKits,PURPO,,0,0,0,0,0,0,4,
2770538UN,SOFA/COVER/UMBER,ZACK,51.0,3.0,38.64,115.92,UnKits,PURPO,,0,0,0,0,0,0,3,
2770546UN,ARMLESS CHAIR/COVER/UMBER,ZACK,51.0,12.0,11.16,133.92,UnKits,PURPO,,0,0,0,0,0,0,12,
2770555UN,LAF LOVESEAT/COVER/UMBER,ZACK,51.0,60.0,25.97,1558.2,UnKits,PURPO,,0,0,0,0,0,0,4,
2770556UN,RAF LOVESEAT/COVER/UMBER,ZACK,,,25.92,,UnKits,PURPO,,0,0,0,0,0,0,4,
2770566UN,LAF SOFA/CRNR WDG/COVER/UMBER,ZACK,,,41.28,,UnKits,PURPO,,0,0,0,0,0,0,4,
2770567UN,RAF SOFA/CRNR WDG/COVER/UMBER,ZACK,,,41.26,,UnKits,PURPO,,0,0,0,0,0,0,4,
278S125UN,ROCKER RECLINER/COVER/PEWTER,ZAMK,,,21.84,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
278X125UN,ROCKER RECLINER/COVER/PEWTER,ZAMK,,,21.37,,UnKits,PURPO,,0,0,0,0,0,0,4,
278X148UN,LAF REC LOVESEAT/COVER/PEWTER,ZAMK,,,36.23,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
278X149UN,RAF REC LOVESEAT/COVER/PEWTER,ZAMK,,,39.61,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
278X225UN,ROCKER RECLINER/COVER/CANYON,ZACK,,,20.45,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
278X248UN,LAF REC LOVESEAT/COVER/CANYON,ZAMK,,,36.78,,UnKits,PURPO,,0,0,0,0,0,0,4,
278X249UN,RAF REC LOVESEAT/COVER/CANYON,ZAMK,,,39.98,,UnKits,PURPO,,0,0,0,0,0,0,4,
2780125MRUN,ROCKER REC/COVER/PEWTER(SEAL),ZACK,,,21.854409153679228,,UnKits,PURPO,,0,0,0,0,0,0,10,
2780125UN,ROCKER RECLINER/COVER/PEWTER,ZAMK,,,23.05,,UnKits,,,0,0,0,0,0,0,4,
2780148MRUN,LAF REC LOVESEAT/COVER/PEWTER,ZACK,,,36.54764253304399,,UnKits,PURPO,,0,0,0,0,0,0,10,
2780148UN,LAF REC LOVESEAT/COVER/PEWTER,ZAMK,,,33.57,,UnKits,,,0,0,0,0,0,0,4,
2780149MRUN,RAF REC LOVESEAT/COVER/PEWTER,ZACK,,,40.59577826001183,,UnKits,PURPO,,0,0,0,0,0,0,9,
2780149UN,RAF REC LOVESEAT/COVER/PEWTER,ZAMK,,,37.11,,UnKits,,,0,0,0,0,0,0,4,
2780225MRUN,ROCKER RECLINER/COVER/CANYON,ZACK,,,21.392779640954824,,UnKits,PURPO,,0,0,0,0,0,0,10,
2780225UN,ROCKER RECLINER/COVER/CANYON,ZAMK,,,22.61,,UnKits,PURPO,,0,0,0,0,0,0,4,
2780248MRUN,LAF RE LOVESEAT/COVER/CANYON,ZACK,,,35.66383902150326,,UnKits,PURPO,,0,0,0,0,0,0,10,
2780248UN,LAF REC LOVESEAT/COVER/CANYON,ZAMK,,,32.99,,UnKits,PURPO,,0,0,0,0,0,0,4,
2780249MRUN,RAF RE L W/H W&CO/COVER/CANYON,ZACK,,,39.5975537581377,,UnKits,PURPO,,0,0,0,0,0,0,9,
2780249UN,RAF REC LOVESEAT/COVER/CANYON,ZAMK,,,36.43,,UnKits,PURPO,,0,0,0,0,0,0,4,
279S318UN,SOFA/COVER/PEBBLE,ZACK,,,40.38,,UnKits,PURPO,,0,0,0,0,0,0,3,
279X318UN,SOFA CHAISE/COVER/FLANNEL,ZACK,,,41.06,,UnKits,PURPO,,0,0,0,0,0,0,3,
2790318UN,SOFA CHAISE/COVER/PEBBLE,ZACK,,,44.12,,UnKits,PURPO,,0,0,0,0,0,0,3,
281S535UN,LOVESEAT/COVER/PEWTER,ZACK,51.0,12.0,27.04,324.48,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
281S538UN,SOFA/COVER/PEWTER,ZACK,51.0,88.0,33.17,2918.96,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,2.0
281X525UN,ROCKER RECLINER/COVER/PEWTER,ZACK,,,18.7,,UnKits,PURPO,,0,0,0,0,0,0,6,
281X535UN,LOVESEAT/COVER/PEWTER,ZACK,,,27.51,,UnKits,PURPO,,0,0,0,0,0,0,4,
281X538UN,SOFA/COVER/PEWTER,ZACK,,,33.95,,UnKits,PURPO,,0,0,0,0,0,0,3,
2810525MRUN,ROCKER RECLINER/COVER/PEWTER,ZACK,,,21.854409153679228,,UnKits,PURPO,,0,0,0,0,0,0,10,
2810525UN,ROCKER RECLINER/COVER/PEWTER,ZACK,,,18.63,,UnKits,PURPO,,0,0,0,0,0,0,4,
2810535MRUN,LOVESEAT/COVER/PEWTER,ZACK,,,30.779246399684357,,UnKits,PURPO,,0,0,0,0,0,0,8,
2810535UN,LOVESEAT/COVER/PEWTER,ZACK,,,31.34,,UnKits,PURPO,,0,0,0,0,0,0,4,
2810538MRUN,SOFA /COVER/PEWTER,ZACK,,,37.541921483527325,,UnKits,PURPO,,0,0,0,0,0,0,6,
2810538UN,SOFA/COVER/PEWTER,ZACK,,,38.52,,UnKits,PURPO,,0,0,0,0,0,0,3,
2812535UN,LOVESEAT/COVER/PEWTER,ZACK,,,27.91,,UnKits,PURPO,,0,0,0,0,0,0,4,
2812538UN,SOFA/COVER/PEWTER,ZACK,,,34.37,,UnKits,PURPO,,0,0,0,0,0,0,3,
282S188UN,RECLINING SOFA/COVER/PUTTY,ZAMK,51.0,48.0,45.72520080534464,2194.809638656543,UnKits,PURPO,,0,0,0,0,0,0,2,
282S288UN,RECLINING SOFA/COVER/BRIAR,ZAMK,,,45.72520080534464,,UnKits,PURPO,,0,0,0,0,0,0,2,
282X125UN,ROCKER RECLINER/COVER/PUTTY,ZAMK,51.0,48.0,18.535178244136123,889.6885557185338,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,1.0
282X186UN,RECLINING LOVESEAT/COVER/PUTTY,ZAMK,,,33.62,,UnKits,UPH,UPHCH,2,3,2,12,1,3,3,
282X188UN,RECLINING SOFA/COVER/PUTTY,ZAMK,,,46.03942238678122,,UnKits,PURPO,,0,0,0,0,0,0,2,
282X225UN,ROCKER RECLINER/COVER/BRIAR,ZAMK,,,18.53701767203117,,UnKits,PURPO,,0,0,0,0,0,0,4,
282X286UN,RECLINING LOVESEAT/COVER/BRIAR,ZAMK,51.0,6.0,33.62,201.72,UnKits,PURPO,,0,0,0,0,0,0,3,
282X288UN,RECLINING SOFA/COVER/BRIAR,ZAMK,,,46.03942238678122,,UnKits,UPH,UPHCH,2,3,2,12,1,3,2,
2820125UN,ROCKER RECLINER/COVER/PUTTY,ZAMK,,,16.13,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
2820186UN,RECLINING LOVESEAT/COVER/PUTTY,ZAMK,,,25.88,,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,
2820188UN,RECLINING SOFA/COVER/PUTTY,ZAMK,,,32.97,,UnKits,UPH,UPHCH,2,3,2,12,1,3,6,
2820225UN,ROCKER RECLINER/COVER/BRIAR,ZAMK,,,16.13,,UnKits,PURPO,,0,0,0,0,0,0,6,
2820286UN,RECLINING LOVESEAT/COVER/BRIAR,ZAMK,,,25.88,,UnKits,UPH,UPHCH,2,6,2,24,1,3,4,
2820288UN,RECLINING SOFA/COVER/BRIAR,ZAMK,,,32.97,,UnKits,UPH,UPHCH,2,3,2,12,1,3,6,
2840128UN,SWIVEL GLIDER REC/COVER/NUT,ZAMK,,,17.67,,UnKits,PURPO,,0,0,0,0,0,0,6,
2840189UN,REC SOFA W/TABLE/COVER/NUT,ZAMK,,,41.43,,UnKits,PURPO,,0,0,0,0,0,0,3,
2840194UN,DBL REC LOVE/W/CONSL/COVER/NUT,ZAMK,,,37.13,,UnKits,PURPO,,0,0,0,0,0,0,4,
2840228UN,SWVL GLIDER REC/COVER/CONCRETE,ZAMK,,,18.49,,UnKits,PURPO,,0,0,0,0,0,0,6,
2840289UN,REC SOFA/TABLE/COVER/CONCRET,ZAMK,,,43.38,,UnKits,PURPO,,0,0,0,0,0,0,3,
2840294UN,DBL REC LOVE/CON/COVER/CONCRET,ZAMK,,,37.13,,UnKits,PURPO,,0,0,0,0,0,0,4,
285M220UN,CHAIR/COVER/GRAVEL,ZACK,51.0,4.0,20.155357171039654,80.62142868415862,UnKits,UPH,UPHCH,2,7,2,28,1,3,4,1.0
285M235UN,LOVESEAT/COVER/GRAVEL,ZACK,51.0,84.0,27.9,2343.6,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,2.0
285M238UN,SOFA/COVER/GRAVEL,ZACK,51.0,60.0,34.89,2093.4,UnKits,PURPO,,0,0,0,0,0,0,3,
285S220UN,CHAIR/COVER/GRAVEL,ZACK,,,15.11,,UnKits,PURPO,,0,0,0,0,0,0,4,
285S235UN,LOVESEAT/COVER/GRAVEL,ZACK,,,28.27,,UnKits,PURPO,,0,0,0,0,0,0,4,
285S238UN,SOFA/COVER/GRAVEL,ZACK,,,35.59,,UnKits,PURPO,,0,0,0,0,0,0,3,
285S320UN,CHAIR/COVER/ANCHOR,ZACK,,,15.74,,UnKits,PURPO,,0,0,0,0,0,0,4,
285S335UN,LOVESEAT/COVER/ANCHOR,ZACK,,,29.22,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
285S338UN,SOFA/COVER/ANCHOR,ZACK,,,35.48,,UnKits,PURPO,,0,0,0,0,0,0,3,
285X220UN,CHAIR/COVER/GRAVEL,ZACK,,,14.75,,UnKits,PURPO,,0,0,0,0,0,0,4,
285X235UN,LOVESEAT/COVER/GRAVEL,ZACK,,,27.55,,UnKits,PURPO,,0,0,0,0,0,0,4,
285X238UN,SOFA/COVER/GRAVEL,ZACK,,,34.52,,UnKits,PURPO,,0,0,0,0,0,0,3,
285X320UN,CHAIR/COVER/ANCHOR,ZACK,,,15.14,,UnKits,PURPO,,0,0,0,0,0,0,4,
285X335UN,LOVESEAT/COVER/ANCHOR,ZACK,,,28.38,,UnKits,PURPO,,0,0,0,0,0,0,4,
285X338UN,SOFA/COVER/ANCHOR,ZACK,,,35.72,,UnKits,PURPO,,0,0,0,0,0,0,3,
2850214MRUN,OTTOMAN/COVER/GRAVEL,ZACK,,,5.121109828495166,,UnKits,PURPO,,0,0,0,0,0,0,12,
2850214UN,OTTOMAN/COVER/GRAVEL,ZACK,,,5.19,,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,
2850220UN,CHAIR/COVER/GRAVEL,ZACK,,,15.91,,UnKits,PURPO,,0,0,0,0,0,0,4,
2850235UN,LOVESEAT/COVER/GRAVEL,ZACK,,,30.32,,UnKits,PURPO,,0,0,0,0,0,0,4,
2850238UN,SOFA/COVER/GRAVEL,ZACK,,,37.8,,UnKits,PURPO,,0,0,0,0,0,0,3,
2850314MRUN,OTTOMAN/COVER/ANCHOR,ZACK,,,5.473641281614914,,UnKits,PURPO,,0,0,0,0,0,0,12,
2850314UN,OTTOMAN/COVER/ANCHOR,ZACK,,,5.53,,UnKits,PURPO,,0,0,0,0,0,0,12,
2850320UN,CHAIR/COVER/ANCHOR,ZACK,,,14.78,,UnKits,PURPO,,0,0,0,0,0,0,4,
2850335UN,LOVESEAT/COVER/ANCHOR,ZACK,,,27.67,,UnKits,PURPO,,0,0,0,0,0,0,4,
2850338UN,SOFA/COVER/ANCHOR,ZACK,,,34.66,,UnKits,PURPO,,0,0,0,0,0,0,3,
2860008MRUN,OVSZD ACCENT OTT/COVER/SLATE,ZACK,,,12.428486881041625,,UnKits,PURPO,,0,0,0,0,0,0,28,
2860008UN,OVRSZ ACCENT OTTO/COVER/SLATE,ZACK,,,10.55,,UnKits,,,0,0,0,0,0,0,6,
2860016UN,LAF CORNER CHAISE/COVER/SLATE,ZACK,,,29.17,,UnKits,,,0,0,0,0,0,0,4,
2860017UN,RAF CORNER CHAISE/COVER/SLATE,ZACK,,,29.11,,UnKits,,,0,0,0,0,0,0,4,
2860034MRUN,ARMLESS LOVESEAT/COVER/SLATE,ZACK,,,26.817912803314265,,UnKits,PURPO,,0,0,0,0,0,0,10,
2860034UN,ARMLESS LOVESEAT/COVER/SLATE,ZACK,,,28.82,,UnKits,,,0,0,0,0,0,0,4,
2860066UN,LAF SOFA/COVER/SLATE,ZACK,,,50.72,,UnKits,,,0,0,0,0,0,0,4,
2860067UN,RAF SOFA/COVER/SLATE,ZACK,,,50.72,,UnKits,,,0,0,0,0,0,0,4,
2862008UN,OVRSZ ACCENT OTTO/COVER/SLATE,ZACK,,,10.33,,UnKits,PURPO,,0,0,0,0,0,0,6,
2862016UN,LAF CORNER CHAISE/COVER/SLATE,ZACK,,,27.32,,UnKits,PURPO,,0,0,0,0,0,0,4,
2862017UN,RAF CORNER CHAISE/COVER/SLATE,ZACK,,,31.24,,UnKits,PURPO,,0,0,0,0,0,0,4,
2862034UN,ARMLESS LOVESEAT/COVER/SLATE,ZACK,,,26.589009826888933,,UnKits,PURPO,,0,0,0,0,0,0,4,
2862066UN,LAF SOFA/COVER/SLATE,ZACK,,,53.91,,UnKits,PURPO,,0,0,0,0,0,0,4,
2862067UN,RAF SOFA/COVER/SLATE,ZACK,,,47.11,,UnKits,PURPO,,0,0,0,0,0,0,4,
2890414UN,OTTOMAN/COVER/COAL,ZACK,,,6.98,,UnKits,PURPO,,0,0,0,0,0,0,12,
2890420UN,CHAIR/COVER/COAL,ZACK,51.0,4.0,22.73,90.92,UnKits,PURPO,,0,0,0,0,0,0,4,
2890435UN,LOVESEAT/COVER/COAL,ZACK,51.0,4.0,36.66,146.64,UnKits,PURPO,,0,0,0,0,0,0,4,
2890438UN,SOFA/COVER/COAL,ZACK,51.0,6.0,42.78,256.68,UnKits,PURPO,,0,0,0,0,0,0,3,
290M316UN,LAF CORNER CHAISE/COVER/SLATE,ZACK,,,22.52,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
290M317UN,RAF CORNER CHAISE/COVER/SLATE,ZACK,51.0,12.0,22.53,270.36,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
290M334UN,ARMLESS LOVESEAT/COVER/SLATE,ZACK,51.0,24.0,22.01,528.24,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
290M348UN,LAF SOFA W WEDGE/COVER/SLATE,ZACK,51.0,4.0,39.28,157.12,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
290M349UN,RAF SOFA W WEDGE/COVER/SLATE,ZACK,,,39.28,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
290M416UN,LAF CORNER CHAISE/COVER/LINEN,ZACK,51.0,30.0,21.4,642.0,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
290M417UN,RAF CORNER CHAISE/COVER/LINEN,ZACK,51.0,24.0,21.39,513.36,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
290M434UN,ARMLESS LOVESEAT/COVER/LINEN,ZACK,,,20.84,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
290M448UN,LAF SOFA W WEDGE/COVER/LINEN,ZACK,51.0,20.0,37.94,758.8,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
290M449UN,RAF SOFA W WEDGE/COVER/LINEN,ZACK,,,37.94,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
290S316UN,LAF CORNER CHAISE/COVER/SLATE,ZACK,,,22.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
290S317UN,RAF CORNER CHAISE/COVER/SLATE,ZACK,,,22.69,,UnKits,PURPO,,0,0,0,0,0,0,4,
290S334UN,ARMLESS LOVESEAT/COVER/SLATE,ZACK,,,22.23,,UnKits,PURPO,,0,0,0,0,0,0,6,
290S348UN,LAF SOFA W WEDGE/COVER/SLATE,ZACK,,,40.04,,UnKits,PURPO,,0,0,0,0,0,0,4,
290S349UN,RAF SOFA W WEDGE/COVER/SLATE,ZACK,,,40.04,,UnKits,PURPO,,0,0,0,0,0,0,4,
290S416UN,LAF CORNER CHAISE/COVER/LINEN,ZACK,,,21.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
290S417UN,RAF CORNER CHAISE/COVER/LINEN,ZACK,,,21.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
290S434UN,ARMLESS LOVESEAT/COVER/LINEN,ZACK,,,21.03,,UnKits,PURPO,,0,0,0,0,0,0,6,
290S448UN,LAF SOFA W WEDGE/COVER/LINEN,ZACK,,,38.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
290S449UN,RAF SOFA W WEDGE/COVER/LINEN,ZACK,,,38.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
290X316UN,LAF CORNER CHAIS/COVER/SLATE,ZACK,,,23.56,,UnKits,PURPO,,0,0,0,0,0,0,4,
290X317UN,RAF CORNER CHAIS/COVER/SLATE,ZACK,,,23.57,,UnKits,PURPO,,0,0,0,0,0,0,4,
290X334UN,ARMLESS LOVESEAT/COVER/SLATE,ZACK,,,22.93,,UnKits,PURPO,,0,0,0,0,0,0,6,
290X348UN,LAF SOFA W WEDGE/COVER/SLATE,ZACK,,,42.23,,UnKits,PURPO,,0,0,0,0,0,0,4,
290X349UN,RAF SOFA W WEDGE/COVER/SLATE,ZACK,,,42.21,,UnKits,PURPO,,0,0,0,0,0,0,4,
290X416UN,LAF CORNER CHAISE/COVER/LINEN,ZACK,,,21.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
290X417UN,RAF CORNER CHAISE/COVER/LINEN,ZACK,,,21.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
290X434UN,ARMLESS LOVESEAT/COVER/LINEN,ZACK,,,21.03,,UnKits,PURPO,,0,0,0,0,0,0,6,
290X448UN,LAF SOFA W WEDGE/COVER/LINEN,ZACK,,,38.82,,UnKits,PURPO,,0,0,0,0,0,0,4,
290X449UN,RAF SOFA W WEDGE/COVER/LINEN,ZACK,,,38.81,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900308MRUN,OTTOMAN/COVER/SLATE,ZACK,,,6.899324522967449,,UnKits,PURPO,,0,0,0,0,0,0,6,
2900308UN,OTTOMAN/COVER/SLATE,ZACK,51.0,18.0,7.01,126.18,UnKits,UPH,UPHCH,2,10,2,40,1,3,6,1.0
2900316UN,LAF CORNER CHAISE/COVER/SLATE,ZACK,,,25.74,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900317UN,RAF CORNER CHAISE/COVER/SLATE,ZACK,,,25.74,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900334UN,ARMLESS LOVESEAT/COVER/SLATE,ZACK,,,24.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900348UN,LAF SOFA  W WEDGE/COVER/SLATE,ZACK,,,45.52,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900349UN,RAF SOFA  W WEDGE/COVER/SLATE,ZACK,,,45.52,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900408UN,OSD ACCENT OTTOMAN/COVER/LINEN,ZACK,51.0,12.0,6.65,79.8,UnKits,UPH,UPHCH,2,10,2,40,1,3,6,1.0
2900416UN,LAF CORNER CHAISE/COVER/LINEN,ZACK,,,24.16,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900417UN,RAF CORNER CHAISE/COVER/LINEN,ZACK,,,24.16,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900434UN,ARMLESS LOVESEAT/COVER/LINEN,ZACK,,,23.06,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900448UN,LAF SOFA W WEDGE/COVER/LINEN,ZACK,,,42.65,,UnKits,PURPO,,0,0,0,0,0,0,4,
2900449UN,RAF SOFA W WEDGE/COVER/LINEN,ZACK,,,42.65,,UnKits,PURPO,,0,0,0,0,0,0,4,
291S125UN,ROCKER RECLINER/COVER/CHESTNUT,ZAMK,,,27.46,,UnKits,PURPO,,0,0,0,0,0,0,4,
291S225UN,ROCKER RECLINER/COVER/SLATE,ZAMK,,,30.81,,UnKits,PURPO,,0,0,0,0,0,0,4,
291X188UN,RECLINING SOFA/COVER/CHESTNUT,ZAMK,,,49.14,,UnKits,PURPO,,0,0,0,0,0,0,3,
291X194UN,DB REC LOVE/CON/COVER/CHESTNUT,ZAMK,,,45.05,,UnKits,PURPO,,0,0,0,0,0,0,4,
291X225UN,ROCKER RECLINER/COVER/SLATE,ZAMK,,,29.82,,UnKits,PURPO,,0,0,0,0,0,0,4,
291X288UN,RECLINING SOFA/COVER/SLATE,ZAMK,,,55.32,,UnKits,PURPO,,0,0,0,0,0,0,3,
291X294UN,DB REC LOVE/CON/COVER/SLATE,ZAMK,,,50.93,,UnKits,PURPO,,0,0,0,0,0,0,4,
2910125UN,ROCKER RECLINER/COVER/CHESTNUT,ZAMK,,,19.21571074125074,,UnKits,PURPO,,0,0,0,0,0,0,1,
2910188UN,RECLINING SOFA/COVER/CHESTNUT,ZAMK,,,36.22685358619057,,UnKits,PURPO,,0,0,0,0,0,0,1,
2910194UN,DBL RE LS W/CON/COVER/CHESTNUT,ZAMK,,,34.323764911895836,,UnKits,PURPO,,0,0,0,0,0,0,1,
2910225UN,ROCKER RECLINER/COVER/SLATE,ZAMK,,,27.89,,UnKits,PURPO,,0,0,0,0,0,0,4,
2910288UN,REC SOFA/COVER/SLATE,ZAMK,,,52.2,,UnKits,PURPO,,0,0,0,0,0,0,3,
2910294UN,DB REC LOVE/CON/COVER/SLATE,ZAMK,,,48.8,,UnKits,PURPO,,0,0,0,0,0,0,4,
292X325UN,ROCKER RECLINER/COVER/LINEN,ZAMK,,,22.3429322515218,,UnKits,PURPO,,0,0,0,0,0,0,4,
292X425UN,ROCKER RECLINER/COVER/IRON,ZAMK,51.0,4.0,21.65070529162912,86.60282116651648,UnKits,PURPO,,0,0,0,0,0,0,4,
2920325UN,ROCKER RECLINER/COVER/LINEN,ZAMK,,,20.91,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
2920335UN,LOVESEAT/COVER/LINEN,ZACK,51.0,64.0,33.91,2170.24,UnKits,PURPO,,0,0,0,0,0,0,4,
2920338UN,SOFA/COVER/LINEN,ZACK,,,43.16,,UnKits,UPH,UPHCH,1,2,4,8,1,16,3,
2920339UN,QUEEN SOFA SLEEPER/COVER/LINEN,ZACK,,,39.15,,UnKits,PURPO,,0,0,0,0,0,0,3,
2920425UN,ROCKER RECLINER/COVER/IRON,ZAMK,,,20.56,,UnKits,PURPO,,0,0,0,0,0,0,4,
2920435UN,LOVESEAT/COVER/IRON,ZACK,,,32.65,,UnKits,UPH,UPHCH,1,2,4,8,1,16,4,
2920438UN,SOFA/COVER/IRON,ZACK,51.0,6.0,41.97,251.82,UnKits,PURPO,,0,0,0,0,0,0,3,
2920439UN,QUEEN SOFA SLEEPER/COVER/IRON,ZACK,,,37.65,,UnKits,UPH,UPHCH,1,2,4,8,1,16,3,
2930205UN,LAF PRSSBCK  CHASE/COVER/GRAY,ZAMK,,,28.898139179325312,,UnKits,PURPO,,0,0,0,0,0,0,4,
2930207UN,RAF PRSSBCK  CHASE/COVER/GRAY,ZAMK,,,26.13,,UnKits,PURPO,,0,0,0,0,0,0,4,
2930219UN,ARMLESS RECLINER/COVER/GRAY,ZAMK,,,15.78,,UnKits,PURPO,,0,0,0,0,0,0,6,
2930240UN,LAF O WALL REC/COVER/GRAY,ZAMK,,,20.98,,UnKits,PURPO,,0,0,0,0,0,0,6,
