WARE HOUSE,ITEM,KIT/BOX,Weight of full box (Kg),Weight of each kit (Kg),Dimension box,L_INCH,W_INCH,H_INCH,STYLE
MILLENNIUM,9220617UN,4.0,27.3,5.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9220621UN,4.0,21.7,4.64,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9220634UN,4.0,23.86,5.04,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9230414UN,12.0,26.736,1.92,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9230423UN,4.0,30.94,6.7,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9230435UN,4.0,46.36,10.3,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,9230438UN,3.0,42.681,12.2,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,9230514UN,12.0,26.736,1.92,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9230523UN,4.0,30.94,6.7,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9230535UN,4.0,46.36,10.3,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,9230538UN,3.0,42.681,12.2,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,9250414UN,12.0,19.536,1.32,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9250418UN,2.0,29.84,12.85,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,9250423UN,4.0,27.54,5.96,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9400408UN,24.0,24.792,0.86,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9400416UN,6.0,35.97,5.21,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9400417UN,6.0,35.97,5.21,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9400425UN,6.0,19.272,2.595,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9400435UN,6.0,30.42,4.29,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9400438UN,4.0,27.332,5.793,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9400439UN,4.0,31.332,6.793,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9400466UN,4.0,23.1,4.99,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9400467UN,4.0,23.1,4.99,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9400469UN,6.0,26.64,3.66,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9400470UN,6.0,26.64,3.66,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,A3000656UN,12.0,43.5,3.28,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,A3000658UN,12.0,41.34,3.1,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,128X616UN,4.0,30.624,6.136,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,128X617UN,4.0,30.624,6.136,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,4790535UN,4.0,21.048,4.337,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4790538UN,3.0,20.919,5.74,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4700335UN,4.0,33.552,7.32,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,4700338UN,3.0,28.269,8.0,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,4760217UN,4.0,28.512,6.14,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,4760266UN,4.0,28.5,6.2,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3640518UN,3.0,23.61,6.49,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,3640525UN,6.0,17.502,2.3,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4420102UN,3.0,30.999,8.953,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,4420111UN,6.0,16.002,2.05,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,4420117UN,4.0,33.74,7.4,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,3610725UN,4.0,17.0,3.325,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3610789UN,3.0,22.251,6.1,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,3610794UN,4.0,26.004,5.513,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,4380825UN,4.0,13.26,2.53,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,4380925UN,6.0,18.528,2.43,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,688X425UN,4.0,13.26,2.53,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,157X508UN,4.0,39.044,8.686,TELE-UN-45X47X11INCH-51ECT,45.0,47.0,11.0,FABRIC
MILLENNIUM,157X516UN,2.0,46.964,19.432,RSC-UN-60X49X13INCH-51ECT,60.0,49.0,13.0,FABRIC
MILLENNIUM,157X517UN,2.0,46.964,19.432,RSC-UN-60X49X13INCH-51ECT,60.0,49.0,13.0,FABRIC
MILLENNIUM,6190408UN,12.0,27.156,1.74,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,6190416UN,4.0,26.22,5.63,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6190417UN,4.0,26.22,5.63,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6190466UN,4.0,29.464,6.378,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,6190467UN,4.0,29.464,6.378,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,6190477UN,4.0,20.9,4.44,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9220438UN,3.0,29.04,8.3,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9220638UN,3.0,29.04,8.3,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,3300308UN,6.0,13.5,1.73,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,3300316UN,4.0,28.0,6.075,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3300317UN,4.0,28.0,6.075,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3300321UN,4.0,23.0,4.965,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,3300334UN,4.0,26.0,5.575,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3300338UN,3.0,28.551,8.2,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,3300408UN,6.0,13.5,1.73,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,3300416UN,4.0,28.0,6.075,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3300417UN,4.0,28.0,6.075,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3300421UN,4.0,23.0,4.965,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,3300434UN,4.0,26.0,5.575,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,3300438UN,3.0,33.501,9.85,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,4940514UN,6.0,14.412,1.42,RSC-UN-45X36X13INCH#51ECT,45.0,36.0,13.0,FABRIC
MILLENNIUM,4940523UN,3.0,37.281,10.48,RSC-UN-45X37X16INCH-51ECT,45.0,37.0,16.0,FABRIC
MILLENNIUM,4940535UN,2.0,40.46,16.54,RSC-UN-43X37X20INCH-51ECT,43.0,37.0,20.0,FABRIC
MILLENNIUM,4940538UN,2.0,57.05,25.8,RSC-UN-47X37X20INCH-51ECT,47.0,37.0,20.0,FABRIC
MILLENNIUM,5270508UN,24.0,22.992,0.65,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5270534UN,6.0,23.418,3.2,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5270548UN,4.0,33.952,7.5,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,5270549UN,4.0,33.952,7.5,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,5270575UN,6.0,33.618,4.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5270576UN,6.0,33.618,4.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5660314UN,12.0,36.324,2.5,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,5660314UN,12.0,36.324,2.5,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,5660318UN,3.0,29.331,8.46,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,5660323UN,4.0,17.96,3.7,TELE-UN-42X28.5X12INCH#3,42.0,28.5,12.0,FABRIC
MILLENNIUM,5950414UN,6.0,9.858,1.12,RSC-UN-37X28.5X8IN #8,37.0,28.5,8.0,FABRIC
MILLENNIUM,5950418UN,3.0,30.351,8.8,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,5950423UN,4.0,16.76,3.4,TELE-UN-42X28.5X12INCH#3,42.0,28.5,12.0,FABRIC
MILLENNIUM,5950425UN,6.0,16.938,2.12,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5950435UN,4.0,27.3,5.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5950438UN,3.0,27.951,8.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5950439UN,3.0,19.881,5.58,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,5950514UN,6.0,9.858,1.12,RSC-UN-37X28.5X8IN #8,37.0,28.5,8.0,FABRIC
MILLENNIUM,5950518UN,3.0,30.351,8.8,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,5950523UN,4.0,16.76,3.4,TELE-UN-42X28.5X12INCH#3,42.0,28.5,12.0,FABRIC
MILLENNIUM,5950525UN,6.0,16.938,2.12,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5950535UN,4.0,27.3,5.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5950538UN,3.0,27.951,8.0,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,5950539UN,3.0,19.881,5.58,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,6720414UN,12.0,19.92,1.315,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,6720418UN,3.0,34.971,10.34,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,6720420UN,6.0,27.618,3.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6720468UN,3.0,31.899,9.4,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6720614UN,12.0,19.92,1.315,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,6720618UN,3.0,34.971,10.34,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,6720620UN,6.0,27.618,3.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6720668UN,3.0,31.899,9.4,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6750614UN,4.0,7.34,1.315,RSC-UN-37X28.5X8IN #8,37.0,28.5,8.0,FABRIC
MILLENNIUM,6750623UN,4.0,25.872,5.4,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,6750635UN,4.0,35.56,7.6,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6750638UN,3.0,35.13,9.99,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6750639UN,3.0,29.061,8.37,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,6750714UN,4.0,7.34,1.315,RSC-UN-37X28.5X8IN #8,37.0,28.5,8.0,FABRIC
MILLENNIUM,6750723UN,4.0,25.872,5.4,RSC-UN-42X28.5X16INCH#8,42.0,28.5,16.0,FABRIC
MILLENNIUM,6750735UN,4.0,35.56,7.6,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6750738UN,3.0,35.13,9.99,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,6750739UN,3.0,29.061,8.37,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9210108UN,12.0,23.424,1.432,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9210157UN,12.0,30.516,1.84,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,9210164UN,4.0,33.34,7.3,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9210165UN,4.0,33.34,7.3,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9210177UN,4.0,32.9,7.3,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9210208UN,12.0,23.424,1.432,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9210246UN,4.0,19.1,3.99,TELE-UN-37X28.5X14INCH-H#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9210257UN,12.0,30.516,1.84,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,9210264UN,4.0,33.34,7.3,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9210265UN,4.0,33.34,7.3,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9210277UN,4.0,32.9,7.3,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9210308UN,12.0,23.424,1.432,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,9210346UN,4.0,19.1,3.99,TELE-UN-37X28.5X14INCH-H#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9210357UN,12.0,30.516,1.84,RSC-UN-37X28.5X24INCH#8,37.0,28.5,24.0,FABRIC
MILLENNIUM,9210364UN,4.0,33.34,7.3,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9210365UN,4.0,33.34,7.3,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9210377UN,4.0,32.9,7.3,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9530202UN,3.0,22.899,6.4,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9530203UN,3.0,22.899,6.4,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9530216UN,4.0,27.3,5.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9530217UN,4.0,27.3,5.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9210146UN,4.0,19.1,3.99,TELE-UN-37X28.5X14INCH-H#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,986X486UN,6.0,23.496,3.226,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,986X488UN,3.0,15.879,4.246,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,986X586UN,6.0,23.496,3.226,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,986X588UN,3.0,15.879,4.246,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,986X686UN,6.0,23.496,3.226,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,986X688UN,3.0,16.2,4.353,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9530208UN,6.0,12.0,1.48,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,665X225UN,4.0,11.92,2.2,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,665X286UN,4.0,16.62,3.37,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,665X288UN,3.0,17.499,4.6,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,665X425UN,4.0,11.92,2.2,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,665X486UN,4.0,16.62,3.37,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,665X488UN,3.0,17.499,4.6,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,6190434UN,4.0,27.3,5.9,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,688X486UN,4.0,19.06,3.84,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,688X488UN,3.0,19.599,5.3,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,101X425UN,4.0,10.492,1.838,TELE-UN-37X28.5X14INCH-H#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,101X488UN,3.0,15.207,3.836,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,101X494UN,4.0,18.512,3.338,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,520X338UN,3.0,45.681,13.2,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,295M235UN,4.0,20.012,4.223,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,295M238UN,3.0,19.971,5.617,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,748X320UN,8.0,23.512,2.476,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,748X335UN,4.0,19.728,4.264,TELE-UN-30X28.5X14INCH#3,30.0,28.5,14.0,FABRIC
MILLENNIUM,748X338UN,3.0,20.778,5.886,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,103X125UN,4.0,16.056,3.234,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,303X525UN,4.0,15.62,3.12,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,103X225UN,4.0,16.056,3.234,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,872S316UN,4.0,26.38,5.67,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S317UN,4.0,26.38,5.67,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S320UN,6.0,24.36,3.28,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S335UN,4.0,23.18,4.87,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S338UN,4.0,28.268,6.02,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S366UN,4.0,30.06,6.59,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S367UN,4.0,30.06,6.59,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S416UN,4.0,26.38,5.67,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S417UN,4.0,26.38,5.67,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S420UN,6.0,24.36,3.28,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S435UN,4.0,23.18,4.87,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S438UN,4.0,28.268,6.02,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S466UN,4.0,30.06,6.59,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,872S467UN,4.0,30.06,6.59,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,940X216UN,6.0,35.97,5.21,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,940X217UN,6.0,35.97,5.21,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,940X235UN,6.0,30.42,4.29,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,940X238UN,4.0,27.332,5.793,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,940X266UN,4.0,23.1,4.99,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,940X267UN,4.0,23.1,4.99,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,940X316UN,6.0,35.97,5.21,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,940X317UN,6.0,35.97,5.21,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,940X335UN,6.0,30.42,4.29,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,940X338UN,4.0,27.332,5.793,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,940X366UN,4.0,23.1,4.99,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,940X367UN,4.0,23.1,4.99,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,940X416UN,6.0,35.97,5.21,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,940X417UN,6.0,35.97,5.21,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,940X435UN,6.0,30.42,4.29,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,940X438UN,4.0,27.332,5.793,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,940X466UN,4.0,23.1,4.99,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,940X467UN,4.0,23.1,4.99,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,441X101UN,4.0,22.352,4.6,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,441X163UN,4.0,21.3,4.4,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,441X175UN,4.0,21.3,4.4,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,441X190UN,4.0,22.352,4.6,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,291S225UN,4.0,21.692,4.378,RSC-UN-42X28.5X18INCH-51ECT,42.0,28.5,18.0,FABRIC
MILLENNIUM,291X288UN,3.0,26.451,7.764,TELE-UN-42X28.5X12INCH#3,42.0,28.5,12.0,FABRIC
MILLENNIUM,291X294UN,4.0,30.196,6.624,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,102X146UN,4.0,33.992,7.51,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,102X164UN,4.0,36.708,8.142,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,102X165UN,4.0,36.708,8.142,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,102X177UN,4.0,47.18,10.275,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
MILLENNIUM,102X246UN,4.0,33.992,7.51,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,102X264UN,4.0,36.708,8.142,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,102X265UN,4.0,36.708,8.142,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,102X277UN,4.0,47.18,10.275,RSC-UN 37X28.5X26INCH#8,37.0,28.5,26.0,FABRIC
