WARE HOUSE,ITEM,KIT/BOX,Weight of full box (Kg),Weight of each kit (Kg),Dimension box,L_INCH,W_INCH,H_INCH,STYLE
MILLENNIUM,7500514UN,6.0,5.244,0.599,RSC-UN-37X28.5X8IN #8,37.0,28.5,8.0,FABRIC
MILLENNIUM,7500518UN,3.0,16.95,4.603,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500520UN,6.0,17.268,2.098,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500525UN,12.0,27.108,1.752,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,7500535UN,4.0,15.444,3.076,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500536UN,3.0,12.45,3.11,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500538UN,4.0,19.444,3.936,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500555UN,4.0,16.704,3.391,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500556UN,4.0,15.612,3.118,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500558UN,4.0,20.492,4.198,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500614UN,6.0,5.634,0.664,RSC-UN-37X28.5X8IN #8,37.0,28.5,8.0,FABRIC
MILLENNIUM,7500618UN,3.0,17.694,4.851,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500620UN,6.0,17.628,2.158,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500625UN,12.0,28.08,1.833,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,7500635UN,4.0,15.512,3.093,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500636UN,3.0,12.621,3.167,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500638UN,4.0,19.444,3.936,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500655UN,4.0,17.1,3.49,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500656UN,4.0,15.612,3.118,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500658UN,4.0,20.06,4.09,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500714UN,6.0,5.46,0.635,RSC-UN-37X28.5X8IN #8,37.0,28.5,8.0,FABRIC
MILLENNIUM,7500718UN,3.0,17.286,4.715,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500720UN,6.0,17.664,2.164,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500725UN,12.0,27.252,1.764,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,7500735UN,4.0,15.188,3.012,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500736UN,3.0,12.549,3.143,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500738UN,4.0,19.444,3.936,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500755UN,4.0,16.288,3.287,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500756UN,4.0,15.612,3.118,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500814UN,6.0,5.46,0.635,RSC-UN-37X28.5X8IN #8,37.0,28.5,8.0,FABRIC
MILLENNIUM,7500818UN,3.0,17.286,4.715,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500820UN,6.0,17.664,2.164,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500825UN,12.0,27.468,1.859,RSC-UN-37X28.5X22INCH#8,37.0,28.5,22.0,FABRIC
MILLENNIUM,7500835UN,4.0,15.188,3.012,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500836UN,3.0,12.549,3.143,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500838UN,4.0,19.444,3.936,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,7500855UN,4.0,16.288,3.287,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500856UN,4.0,15.612,3.118,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,9120208UN,6.0,12.594,1.484,TELE-UN-37X37X8INCH#3,37.0,37.0,8.0,FABRIC
MILLENNIUM,9120214UN,6.0,8.196,0.986,TELE-UN-30X28.5X10INCH#3,30.0,28.5,10.0,FABRIC
MILLENNIUM,9120216UN,4.0,25.62,5.48,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9120217UN,4.0,25.62,5.48,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9120220UN,4.0,15.56,3.11,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,9120235UN,4.0,22.78,4.91,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9120238UN,3.0,23.289,6.53,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9120239UN,3.0,20.931,5.93,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9120266UN,4.0,25.26,5.39,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9120267UN,4.0,25.26,5.39,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9860425UN,6.0,17.478,2.128,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9860486UN,6.0,23.496,3.226,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9860488UN,3.0,15.879,4.246,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9860525UN,6.0,17.478,2.128,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9860586UN,6.0,23.496,3.226,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9860588UN,3.0,15.879,4.246,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,9860625UN,6.0,17.478,2.128,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9860686UN,6.0,23.496,3.226,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9860688UN,3.0,16.2,4.353,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,991H115UN,4.0,19.84,4.18,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,991H135UN,6.0,31.062,4.474,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,991H136UN,6.0,30.204,4.344,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,991H138UN,6.0,38.448,5.718,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9910115UN,4.0,16.368,3.312,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,9910135UN,6.0,28.11,3.982,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,9910136UN,6.0,29.604,4.244,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,9910138UN,6.0,33.156,4.836,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,750H118UN,3.0,20.166,5.676,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,750H120UN,6.0,19.038,2.47,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H135UN,4.0,17.48,3.59,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,750H138UN,4.0,22.732,4.644,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H218UN,3.0,20.166,5.676,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,750H220UN,6.0,19.038,2.47,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H235UN,4.0,17.48,3.59,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,750H238UN,4.0,22.732,4.644,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H418UN,3.0,20.166,5.676,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,750H420UN,6.0,19.038,2.47,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H435UN,4.0,17.48,3.59,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,750H438UN,4.0,22.276,4.644,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H718UN,3.0,20.166,5.676,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,750H720UN,6.0,19.038,2.47,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H735UN,4.0,17.48,3.59,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,750H738UN,4.0,22.276,4.644,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H818UN,3.0,20.166,5.676,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,750H820UN,6.0,19.038,2.47,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H835UN,4.0,17.48,3.59,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,750H838UN,4.0,22.276,4.644,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H518UN,3.0,20.166,5.676,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,750H520UN,6.0,19.038,2.47,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H535UN,4.0,17.48,3.59,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,750H538UN,4.0,22.276,4.644,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H618UN,3.0,20.166,5.676,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,750H620UN,6.0,19.038,2.47,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H635UN,4.0,17.48,3.59,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,750H638UN,4.0,22.276,4.644,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,750H018UN,3.0,20.166,5.676,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,201M108UN,6.0,16.716,2.271,TELE-UN-37X37X12INCH#3,37.0,37.0,12.0,FABRIC
MILLENNIUM,201M116UN,4.0,32.36,7.305,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,201M117UN,4.0,32.36,7.305,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,201M125UN,6.0,27.102,3.857,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,201M135UN,4.0,28.312,6.298,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,201M138UN,3.0,26.997,7.959,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,201M139UN,3.0,25.269,7.383,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,201M166UN,4.0,31.204,7.016,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,201M167UN,4.0,31.996,7.214,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7500108UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500110UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500116UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500117UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500166UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500167UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500183UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500208UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500210UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500216UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500217UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500266UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500267UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500283UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500408UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500410UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500416UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500417UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500466UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500467UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500483UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500508UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500510UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500516UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500517UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500566UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500567UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500583UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500708UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500710UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500716UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500717UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500766UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500767UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500783UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500808UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500810UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500816UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500817UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500866UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500867UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500883UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500908UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500910UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500916UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500917UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500966UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500967UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500983UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,201H135UN,4.0,28.312,6.69,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,201H138UN,3.0,28.464,8.448,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500008UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500010UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500016UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500017UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500066UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500067UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500083UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500608UN,12.0,16.932,1.066,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,7500610UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500616UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500617UN,4.0,20.344,4.306,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500666UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500667UN,4.0,19.992,4.218,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7500683UN,4.0,13.984,2.716,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4130316UN,4.0,22.396,4.819,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,4130317UN,4.0,22.824,4.926,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7720414UN,6.0,10.548,1.23,TELE-UN-42X28.5X12INCH#3,42.0,28.5,12.0,FABRIC
MILLENNIUM,7720423UN,4.0,17.088,3.492,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7720435UN,4.0,25.236,5.384,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7720438UN,3.0,28.614,8.492,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,7720439UN,3.0,22.872,6.578,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,7720477UN,4.0,18.512,3.668,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,8070208UN,24.0,19.728,0.668,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8070216UN,6.0,30.9,4.37,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8070217UN,6.0,30.9,4.37,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8070234UN,6.0,28.194,4.082,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8070266UN,4.0,31.5,6.84,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8070267UN,4.0,31.5,6.84,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8070308UN,24.0,19.728,0.668,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8070316UN,6.0,30.9,4.37,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8070317UN,6.0,30.9,4.37,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8070334UN,6.0,28.194,4.082,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8070366UN,4.0,31.5,6.84,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8070367UN,4.0,31.5,6.84,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,8210525UN,4.0,0.0,0.0,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,8210588UN,3.0,27.501,7.85,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8210594UN,4.0,32.0,7.075,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,8721314UN,6.0,8.322,1.006,TELE-UN-30X28.5X10INCH#3,30.0,28.5,10.0,FABRIC
MILLENNIUM,8721320UN,6.0,24.36,3.28,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8721335UN,4.0,23.18,4.87,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8721338UN,4.0,28.268,6.02,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8721339UN,3.0,17.031,4.63,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,8721308UN,12.0,21.276,1.444,RSC-UN-37X28.5X18INCH#8,37.0,28.5,18.0,FABRIC
MILLENNIUM,8721310UN,4.0,20.66,4.38,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,8721316UN,4.0,26.38,5.67,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8721317UN,4.0,26.38,5.67,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8721366UN,4.0,30.312,6.59,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8721367UN,4.0,30.312,6.59,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,8721383UN,4.0,20.66,4.38,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1140246UN,8.0,20.6,2.112,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1140248UN,4.0,38.156,8.504,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,1140249UN,4.0,38.156,8.504,RSC-UN-37X28.5X19.5INCH#8,37.0,28.5,19.5,FABRIC
MILLENNIUM,1140255UN,4.0,23.564,5.106,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1140256UN,4.0,23.564,5.106,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1660008UN,24.0,42.624,1.622,RSC-UN-37X28.5X16INCH#8,37.0,28.5,16.0,FABRIC
MILLENNIUM,1660021UN,4.0,14.084,3.051,TELE-UN-37X28.5X6INCH#3,37.0,28.5,6.0,FABRIC
MILLENNIUM,1660035UN,4.0,20.66,4.38,TELE-UN-37X28.5X14INCH#3,37.0,28.5,14.0,FABRIC
MILLENNIUM,1660038UN,3.0,19.875,5.585,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
MILLENNIUM,1660039UN,3.0,18.108,4.996,TELE-UN-37X28.5X12INCH#3,37.0,28.5,12.0,FABRIC
